Ano,Região,UF,Nome do Município,Localização,Dependência Administrativa,Ano de Ensino,Código da Escola,Abandono,Aprovacao,Reprovacao
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53009177,0.0,87.2,12.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53009312,0.0,83.6,16.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53009690,0.0,92.7,7.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53009738,0.0,85.5,14.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53009851,6.6,67.7,25.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53010027,6.1,82.1,11.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53011023,0.0,90.2,9.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53011040,1.5,90.8,7.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53011503,4.4,72.1,23.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53011562,0.0,78.9,21.1
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53011597,0.0,74.0,26.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53011988,9.2,89.0,1.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53012003,14.1,65.4,20.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53012011,2.0,72.7,25.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53012038,2.6,77.6,19.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53012062,1.0,77.0,22.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53012100,1.4,86.2,12.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53012119,3.2,73.4,23.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53012127,4.1,83.0,12.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53012429,8.4,69.0,22.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53012593,1.2,89.4,9.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53012747,1.6,85.1,13.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53013034,0.0,83.1,16.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53013522,10.6,69.8,19.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53013972,0.0,79.7,20.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53014227,3.1,78.5,18.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53014553,9.4,78.0,12.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53015495,0.0,97.8,2.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53015584,0.0,53.3,46.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53016378,7.3,68.1,24.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53019601,2.3,64.9,32.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53068114,0.0,88.2,11.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53068211,12.8,73.8,13.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,7º Ano,53016220,0.0,76.7,23.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53002482,4.8,86.9,8.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53003594,0.0,76.4,23.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53003608,3.4,73.3,23.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53005341,0.5,93.8,5.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53005392,6.3,74.7,19.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53005473,0.0,79.2,20.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53006283,0.0,81.6,18.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53006968,3.9,92.3,3.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007549,3.2,70.8,26.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007921,2.7,91.7,5.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53008456,1.2,77.2,21.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53008472,2.6,83.0,14.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53008480,0.5,76.6,22.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53008979,4.1,85.1,10.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53009479,2.5,72.2,25.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53010000,3.9,90.7,5.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53011066,8.3,91.7,0.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53011520,0.0,87.9,12.1
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012097,5.5,87.6,6.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012356,0.0,71.2,28.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53013352,0.0,94.8,5.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53013840,2.6,77.8,19.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53014308,5.7,53.9,40.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53014316,2.8,75.2,22.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53014880,0.0,89.7,10.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53051009,7.3,70.9,21.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53068068,4.6,87.2,8.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53068181,0.0,100.0,0.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53000854,0.0,94.7,5.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53002474,5.2,85.7,9.1
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53005090,1.7,83.3,15.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53006003,0.0,80.6,19.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53006976,4.9,86.6,8.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007069,2.2,91.3,6.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53008774,0.0,93.2,6.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53009355,2.0,89.3,8.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53009460,0.0,93.8,6.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53009665,1.2,96.5,2.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53009797,0.0,100.0,0.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53011490,0.0,64.8,35.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53011589,0.0,87.3,12.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53011600,0.5,83.9,15.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012054,0.0,93.9,6.1
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012186,0.0,84.6,15.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012828,3.7,88.2,8.1
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53013239,8.5,90.6,0.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53013530,3.5,83.9,12.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53014260,6.9,72.2,20.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53068122,0.0,85.7,14.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53068149,1.8,85.5,12.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53001664,0.0,88.4,11.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53068106,3.2,77.2,19.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53004221,1.4,82.5,16.1
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007689,0.0,94.8,5.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53001893,9.1,18.2,72.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53005368,0.0,90.8,9.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53018605,2.7,84.5,12.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53005406,0.0,87.8,12.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012046,3.6,69.1,27.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53000846,0.0,87.0,13.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53000870,0.0,92.2,7.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53000889,0.0,96.1,3.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53000897,0.5,87.7,11.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53000919,0.0,72.5,27.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53000927,0.0,91.5,8.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53001265,0.5,70.1,29.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53001443,0.0,88.2,11.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53001460,0.0,92.3,7.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53001567,1.0,95.3,3.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53001702,0.0,83.6,16.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53001729,0.0,90.3,9.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53002490,2.2,93.3,4.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53002504,10.1,84.0,5.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53002512,0.5,88.3,11.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53002539,0.0,90.4,9.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53002547,1.1,96.1,2.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53002563,0.9,92.3,6.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53002784,5.0,85.2,9.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53003004,0.9,99.1,0.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53003071,0.0,88.0,12.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53003446,1.3,92.3,6.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53003454,1.3,89.7,9.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53003462,0.0,59.4,40.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53003470,0.5,83.9,15.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53003489,2.2,71.2,26.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53003497,1.7,87.7,10.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53003500,0.0,89.4,10.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53003519,0.0,77.4,22.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53003527,5.2,85.8,9.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53003535,2.6,95.2,2.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53004256,2.0,89.2,8.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53004280,0.0,75.4,24.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53004388,0.0,90.0,10.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53004990,3.8,88.6,7.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53005023,3.8,73.0,23.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53005333,3.7,66.7,29.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53005350,3.3,90.2,6.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53005376,5.4,92.2,2.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53005961,3.2,88.8,8.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53005996,4.8,74.6,20.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53006160,2.8,81.4,15.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53006240,0.0,87.0,13.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007042,0.0,76.5,23.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007280,0.0,81.4,18.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007298,3.4,69.0,27.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007301,0.0,92.5,7.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007310,4.8,91.0,4.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007328,6.0,64.9,29.1
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007336,0.0,85.5,14.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007344,0.5,91.7,7.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007352,12.4,87.2,0.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007379,0.0,83.5,16.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007395,0.0,75.2,24.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007409,5.0,82.0,13.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007522,1.0,72.9,26.1
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007883,0.0,94.1,5.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53007972,0.0,92.7,7.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53008049,0.0,89.8,10.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53008081,5.6,75.9,18.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53008391,8.3,91.7,0.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53008405,7.4,78.2,14.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53008529,0.0,93.4,6.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53008782,3.0,85.4,11.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53008987,0.0,93.0,7.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53008995,3.3,86.6,10.1
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53009002,1.0,82.7,16.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53009010,1.6,79.8,18.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53009070,0.8,84.7,14.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53009150,7.5,86.8,5.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53009177,0.0,82.2,17.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53009312,0.0,96.6,3.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53009690,0.4,89.9,9.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53009738,0.0,89.9,10.1
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53009851,3.7,91.4,4.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53010027,6.5,86.9,6.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53011023,0.0,93.0,7.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53011040,0.0,90.8,9.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53011503,4.3,76.0,19.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53011562,0.0,82.4,17.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53011597,0.0,68.4,31.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53011988,1.7,95.6,2.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012003,16.0,68.8,15.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012038,3.7,87.6,8.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012062,3.2,90.3,6.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012100,4.2,91.0,4.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012119,8.0,77.3,14.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012127,4.7,93.6,1.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012429,6.2,67.0,26.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012593,4.4,74.8,20.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53012747,1.9,93.5,4.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53013034,0.0,84.4,15.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53013522,6.5,73.9,19.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53013972,0.0,85.0,15.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53014227,1.9,92.1,6.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53014553,11.8,75.7,12.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53015495,0.0,94.3,5.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53015584,0.0,84.6,15.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53016378,20.0,73.8,6.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53019601,2.1,92.4,5.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53068114,0.0,91.6,8.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,8º Ano,53068211,13.7,77.5,8.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53002482,3.2,89.4,7.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53003594,1.6,73.4,25.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53003608,2.4,55.8,41.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53005341,0.4,73.4,26.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53005392,6.7,83.8,9.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53005473,0.0,87.2,12.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53006283,3.3,81.4,15.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53006968,2.0,96.0,2.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53006984,3.9,79.7,16.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53007077,5.6,66.4,28.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53007492,15.0,72.7,12.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53007549,2.5,67.0,30.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53007921,3.4,75.0,21.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53008456,1.7,78.1,20.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53008472,0.0,74.7,25.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53008480,1.6,57.6,40.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53008979,6.6,70.7,22.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53009479,2.0,42.1,55.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53010000,2.2,92.0,5.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53010019,0.0,57.6,42.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53011066,5.3,93.9,0.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53012097,8.2,78.5,13.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53012356,0.6,84.0,15.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53012542,0.9,89.3,9.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53013352,0.0,97.6,2.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53013840,2.6,79.5,17.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53014308,16.4,54.6,29.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53014316,3.4,80.5,16.1
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53014880,0.3,89.6,10.1
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53019407,0.0,91.4,8.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53051009,2.9,87.1,10.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53068068,4.2,87.1,8.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53068181,0.0,100.0,0.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53002474,0.7,89.0,10.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53005090,0.0,89.1,10.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53006003,0.0,81.7,18.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53006976,1.0,94.5,4.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53009355,1.2,84.4,14.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53009460,7.2,71.4,21.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53009665,0.8,86.8,12.4
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53011490,0.0,92.2,7.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53011589,0.0,87.4,12.6
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53011600,0.0,92.1,7.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53012054,0.0,88.0,12.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53013239,6.4,88.1,5.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53013530,5.9,88.3,5.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53014260,2.9,70.2,26.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53068122,0.0,86.5,13.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53068149,1.7,93.1,5.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53001664,0.0,90.7,9.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53068106,3.6,67.1,29.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53007689,0.0,97.8,2.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53001893,0.0,90.0,10.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53005368,0.0,84.5,15.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53018605,3.1,74.0,22.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53005406,0.0,73.8,26.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53012046,1.6,83.6,14.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53000846,0.0,93.8,6.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53000870,0.0,97.8,2.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53000889,0.8,91.7,7.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53000919,0.0,75.7,24.3
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53000927,0.0,93.3,6.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53001265,0.0,81.0,19.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53001443,0.0,94.9,5.1
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53001460,0.0,89.0,11.0
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53001567,1.9,89.4,8.7
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53001702,0.0,76.5,23.5
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53001729,1.1,97.7,1.2
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53002490,1.3,84.9,13.8
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53002504,3.5,79.4,17.1
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53002512,3.5,78.6,17.9
2016,Centro-Oeste,DF,Brasília,Urbana,Estadual,9º Ano,53002539,0.5,82.9,16.6
